"All crash data available using this tool represents reportable data collected from Texas Peace Officer's Crash Reports (CR-3) received and processed by the Texas Department of Transportation (Department) as of 08/14/2024. The Department makes no warranty, representation or guaranty as to the content, accuracy, timeliness or completeness of any of the information provided as a result of your query. Any opinions and conclusions resulting from analysis performed on the crash data must be represented as your own and not those of the State of Texas or the Department. "

"Query Result Counts:"
"Your query returned a total of 3,608 Crashes containing 7,673 Units and 9,479 Persons"

"Filters Applied to current Query:"
"Crash Date Is Between  2023-04-01 00:00 and 2024-07-31 21:59"
"County Is Equal To DENTON"
"City Is Equal To DENTON"
"$1000 Damage to Any One Person's Property Is True "


"Crash ID","$1000 Damage to Any One Person's Property","Adjusted Average Daily Traffic Amount","City","Crash Date","Crash Severity","Crash Time","Date Scene Cleared","Manner of Collision","Road Class","Roadway Type","Speed Limit","Surface Condition","Time Scene Cleared","Weather Condition"
"19532066","Yes","7106","DENTON","2023-05-08","B - SUSPECTED MINOR INJURY","1313","2023-05-08","ONE MOTOR VEHICLE - GOING STRAIGHT","US & STATE HIGHWAYS","2 LANE, 2 WAY","55","1 - DRY","1341","1 - CLEAR"
"19533874","Yes","No Data","DENTON","2023-05-08","N - NOT INJURED","1738","2023-05-08","ANGLE - ONE STRAIGHT-ONE LEFT TURN","CITY STREET","No Data","35","1 - DRY","1903","1 - CLEAR"
"19533899","Yes","14654","DENTON","2023-05-08","B - SUSPECTED MINOR INJURY","1645","2023-05-08","OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN","FARM TO MARKET","4 OR MORE LANES, DIVIDED","45","1 - DRY","1745","1 - CLEAR"
"19533900","Yes","67764","DENTON","2023-05-08","N - NOT INJURED","1659","2023-05-08","SAME DIRECTION - ONE STRAIGHT-ONE LEFT TURN","INTERSTATE","4 OR MORE LANES, DIVIDED","50","1 - DRY","1824","1 - CLEAR"
"19534114","Yes","28551","DENTON","2023-05-08","C - POSSIBLE INJURY","1309","2023-05-08","SAME DIRECTION - BOTH GOING STRAIGHT-REAR END","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","40","1 - DRY","1345","2 - CLOUDY"
"19534117","Yes","186","DENTON","2023-05-08","N - NOT INJURED","1541","2023-05-08","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","FARM TO MARKET","4 OR MORE LANES, DIVIDED","45","1 - DRY","1620","1 - CLEAR"
"19534118","Yes","186","DENTON","2023-05-08","N - NOT INJURED","1616","2023-05-08","SAME DIRECTION - BOTH GOING STRAIGHT-REAR END","FARM TO MARKET","4 OR MORE LANES, DIVIDED","45","1 - DRY","1640","1 - CLEAR"
"19534623","Yes","No Data","DENTON","2023-05-08","99 - UNKNOWN","1700","2023-05-08","ONE MOTOR VEHICLE - OTHER","NON TRAFFICWAY","No Data","-1","1 - DRY","2225","2 - CLOUDY"
"19534751","Yes","67764","DENTON","2023-05-08","N - NOT INJURED","1908","2023-05-08","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","INTERSTATE","4 OR MORE LANES, DIVIDED","50","1 - DRY","1932","1 - CLEAR"
"19542629","Yes","7324","DENTON","2023-05-08","N - NOT INJURED","1705","2023-05-08","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","US & STATE HIGHWAYS","2 LANE, 2 WAY","45","1 - DRY","1724","1 - CLEAR"
"19533492","Yes","No Data","DENTON","2023-05-09","N - NOT INJURED","1015","2023-05-09","ONE MOTOR VEHICLE - GOING STRAIGHT","NON TRAFFICWAY","No Data","40","1 - DRY","1116","1 - CLEAR"
"19533851","Yes","84501","DENTON","2023-05-09","N - NOT INJURED","0702","2023-05-09","SAME DIRECTION - BOTH GOING STRAIGHT-REAR END","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","0753","1 - CLEAR"
"19533854","Yes","102698","DENTON","2023-05-09","N - NOT INJURED","1245","2023-05-09","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","INTERSTATE","4 OR MORE LANES, DIVIDED","50","1 - DRY","1330","1 - CLEAR"
"19533965","Yes","27522","DENTON","2023-05-09","N - NOT INJURED","1514","2023-05-09","ANGLE - ONE STRAIGHT-ONE LEFT TURN","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","40","1 - DRY","1530","1 - CLEAR"
"19534067","Yes","102698","DENTON","2023-05-09","B - SUSPECTED MINOR INJURY","1648","2023-05-09","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","1734","1 - CLEAR"
"19534115","Yes","84501","DENTON","2023-05-09","B - SUSPECTED MINOR INJURY","0629","2023-05-09","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","0738","2 - CLOUDY"
"19534785","Yes","72751","DENTON","2023-05-09","A - SUSPECTED SERIOUS INJURY","0134","2023-05-09","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","INTERSTATE","4 OR MORE LANES, DIVIDED","55","1 - DRY","0247","2 - CLOUDY"
"19540680","Yes","13036","DENTON","2023-05-09","N - NOT INJURED","1142","2023-05-09","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","60","1 - DRY","1230","1 - CLEAR"
"19540682","Yes","67764","DENTON","2023-05-09","N - NOT INJURED","1612","2023-05-09","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","1716","1 - CLEAR"
"19541030","Yes","72751","DENTON","2023-05-09","N - NOT INJURED","1503","2023-05-09","SAME DIRECTION - BOTH GOING STRAIGHT-REAR END","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","1617","1 - CLEAR"
"19541052","Yes","84501","DENTON","2023-05-09","B - SUSPECTED MINOR INJURY","1600","2023-05-09","SAME DIRECTION - BOTH GOING STRAIGHT-REAR END","INTERSTATE","4 OR MORE LANES, DIVIDED","35","1 - DRY","1713","1 - CLEAR"
"19549337","Yes","84501","DENTON","2023-05-09","N - NOT INJURED","0759","2023-05-09","SAME DIRECTION - ONE STRAIGHT-ONE LEFT TURN","INTERSTATE","4 OR MORE LANES, DIVIDED","50","1 - DRY","0920","1 - CLEAR"
"19549567","Yes","27980","DENTON","2023-05-09","N - NOT INJURED","1908","2023-05-09","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","40","1 - DRY","1930","1 - CLEAR"
"19556247","Yes","No Data","DENTON","2023-05-09","B - SUSPECTED MINOR INJURY","1043","2023-05-09","ANGLE - BOTH GOING STRAIGHT","CITY STREET","No Data","30","1 - DRY","1139","1 - CLEAR"
"19536739","Yes","No Data","DENTON","2023-05-10","N - NOT INJURED","1633","2023-05-10","ANGLE - ONE STRAIGHT-ONE RIGHT TURN","CITY STREET","No Data","35","1 - DRY","1837","1 - CLEAR"
"19536742","Yes","84501","DENTON","2023-05-10","N - NOT INJURED","1332","2023-05-10","ONE MOTOR VEHICLE - GOING STRAIGHT","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","1438","2 - CLOUDY"
"19538316","Yes","25546","DENTON","2023-05-10","N - NOT INJURED","0911","2023-05-10","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","55","1 - DRY","1027","1 - CLEAR"
"19538317","Yes","27522","DENTON","2023-05-10","C - POSSIBLE INJURY","1333","2023-05-10","SAME DIRECTION - BOTH GOING STRAIGHT-REAR END","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","45","1 - DRY","1430","2 - CLOUDY"
"19538318","Yes","102698","DENTON","2023-05-10","N - NOT INJURED","1306","2023-05-10","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","1350","2 - CLOUDY"
"19538319","Yes","14489","DENTON","2023-05-10","N - NOT INJURED","1857","2023-05-10","SAME DIRECTION - ONE STRAIGHT-ONE LEFT TURN","US & STATE HIGHWAYS","4 OR MORE LANES, UNDIVIDED","30","1 - DRY","2033","1 - CLEAR"
"19538328","Yes","No Data","DENTON","2023-05-10","99 - UNKNOWN","1545","2023-05-10","ONE MOTOR VEHICLE - OTHER","NON TRAFFICWAY","No Data","45","1 - DRY","1557","1 - CLEAR"
"19545430","Yes","No Data","DENTON","2023-05-10","99 - UNKNOWN","2000","2023-05-10","ONE MOTOR VEHICLE - BACKING","NON TRAFFICWAY","No Data","15","1 - DRY","2127","1 - CLEAR"
"19545433","Yes","No Data","DENTON","2023-05-10","N - NOT INJURED","1800","2023-05-10","ANGLE - ONE STRAIGHT-ONE LEFT TURN","CITY STREET","No Data","30","1 - DRY","1834","1 - CLEAR"
"19557310","Yes","25546","DENTON","2023-05-10","A - SUSPECTED SERIOUS INJURY","2038","2023-05-11","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","50","2 - WET","0032","2 - CLOUDY"
"19544989","Yes","No Data","DENTON","2023-05-11","N - NOT INJURED","1643","2023-05-11","ANGLE - ONE STRAIGHT-ONE LEFT TURN","CITY STREET","No Data","30","1 - DRY","1715","1 - CLEAR"
"19544995","Yes","83664","DENTON","2023-05-11","C - POSSIBLE INJURY","1348","2023-05-11","ONE MOTOR VEHICLE - TURNING LEFT","INTERSTATE","4 OR MORE LANES, DIVIDED","40","1 - DRY","1431","1 - CLEAR"
"19545431","Yes","25546","DENTON","2023-05-11","N - NOT INJURED","1759","2023-05-11","OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","50","1 - DRY","1847","1 - CLEAR"
"19545440","Yes","54556","DENTON","2023-05-11","N - NOT INJURED","1918","2023-05-11","ONE MOTOR VEHICLE - GOING STRAIGHT","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","2040","2 - CLOUDY"
"19547114","Yes","No Data","DENTON","2023-05-11","N - NOT INJURED","1612","2023-05-11","ONE MOTOR VEHICLE - TURNING RIGHT","NON TRAFFICWAY","No Data","-1","1 - DRY","1719","1 - CLEAR"
"19566075","Yes","No Data","DENTON","2023-05-11","N - NOT INJURED","1954","2023-05-11","SAME DIRECTION - ONE STRAIGHT-ONE RIGHT TURN","CITY STREET","No Data","30","1 - DRY","2030","2 - CLOUDY"
"19566077","Yes","22654","DENTON","2023-05-11","N - NOT INJURED","2052","2023-05-11","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","65","1 - DRY","2220","1 - CLEAR"
"19566082","Yes","11207","DENTON","2023-05-11","N - NOT INJURED","2033","2023-05-11","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","FARM TO MARKET","4 OR MORE LANES, UNDIVIDED","35","1 - DRY","2330","2 - CLOUDY"
"19566086","Yes","16882","DENTON","2023-05-11","N - NOT INJURED","0159","2023-05-11","ONE MOTOR VEHICLE - GOING STRAIGHT","US & STATE HIGHWAYS","2 LANE, 2 WAY","55","1 - DRY","2345","1 - CLEAR"
"19566089","Yes","No Data","DENTON","2023-05-11","N - NOT INJURED","2320","2023-05-15","ONE MOTOR VEHICLE - BACKING","NON TRAFFICWAY","No Data","15","1 - DRY","2010","1 - CLEAR"
"19540718","Yes","186","DENTON","2023-05-12","C - POSSIBLE INJURY","1322","2023-05-12","OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN","FARM TO MARKET","4 OR MORE LANES, DIVIDED","45","1 - DRY","1405","1 - CLEAR"
"19540774","Yes","72751","DENTON","2023-05-12","N - NOT INJURED","2208","2023-05-12","ANGLE - BOTH GOING STRAIGHT","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","2300","2 - CLOUDY"
"19541132","Yes","84501","DENTON","2023-05-12","N - NOT INJURED","0805","2023-05-12","ANGLE - ONE STRAIGHT-ONE RIGHT TURN","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","1001","2 - CLOUDY"
"19541133","Yes","No Data","DENTON","2023-05-12","99 - UNKNOWN","0628","2023-05-12","ONE MOTOR VEHICLE - TURNING RIGHT","NON TRAFFICWAY","No Data","-1","1 - DRY","0854","1 - CLEAR"
"19541148","Yes","25546","DENTON","2023-05-12","N - NOT INJURED","1203","2023-05-12","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","50","1 - DRY","1308","2 - CLOUDY"
"19541184","Yes","No Data","DENTON","2023-05-12","N - NOT INJURED","1410","2023-05-12","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","CITY STREET","No Data","30","1 - DRY","1536","1 - CLEAR"
"19541214","Yes","102698","DENTON","2023-05-12","N - NOT INJURED","1538","2023-05-12","SAME DIRECTION - BOTH GOING STRAIGHT-REAR END","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","1839","2 - CLOUDY"
"19542942","Yes","7192","DENTON","2023-05-12","N - NOT INJURED","2104","2023-05-12","OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN","FARM TO MARKET","4 OR MORE LANES, UNDIVIDED","45","1 - DRY","2149","1 - CLEAR"
"19543032","Yes","14763","DENTON","2023-05-12","C - POSSIBLE INJURY","1900","2023-05-12","OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN","US & STATE HIGHWAYS","4 OR MORE LANES, UNDIVIDED","30","1 - DRY","2020","2 - CLOUDY"
"19549338","Yes","No Data","DENTON","2023-05-12","N - NOT INJURED","1640","2023-05-12","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","CITY STREET","No Data","40","1 - DRY","1754","1 - CLEAR"
"19549588","Yes","26619","DENTON","2023-05-12","N - NOT INJURED","1659","2023-05-12","ANGLE - ONE STRAIGHT-ONE LEFT TURN","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","40","1 - DRY","1730","1 - CLEAR"
"19594038","Yes","102698","DENTON","2023-05-12","N - NOT INJURED","1733","2023-05-12","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","1830","1 - CLEAR"
"19540937","Yes","83664","DENTON","2023-05-13","N - NOT INJURED","0800","2023-05-13","SAME DIRECTION - BOTH GOING STRAIGHT-REAR END","INTERSTATE","4 OR MORE LANES, DIVIDED","50","1 - DRY","0830","2 - CLOUDY"
"19541218","Yes","7324","DENTON","2023-05-13","B - SUSPECTED MINOR INJURY","1138","2023-05-13","ANGLE - BOTH GOING STRAIGHT","FARM TO MARKET","2 LANE, 2 WAY","45","1 - DRY","1223","1 - CLEAR"
"19541223","Yes","84501","DENTON","2023-05-13","N - NOT INJURED","1415","2023-05-13","OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN","INTERSTATE","4 OR MORE LANES, DIVIDED","30","1 - DRY","1443","1 - CLEAR"
"19542880","Yes","54554","DENTON","2023-05-13","N - NOT INJURED","0233","2023-05-13","ONE MOTOR VEHICLE - GOING STRAIGHT","INTERSTATE","4 OR MORE LANES, DIVIDED","70","2 - WET","0321","3 - RAIN"
"19542943","Yes","10665","DENTON","2023-05-13","N - NOT INJURED","2150","2023-05-13","ONE MOTOR VEHICLE - GOING STRAIGHT","FARM TO MARKET","2 LANE, 2 WAY","60","1 - DRY","2321","1 - CLEAR"
"19542951","Yes","24319","DENTON","2023-05-13","N - NOT INJURED","1935","2023-05-13","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","45","1 - DRY","2129","2 - CLOUDY"
"19542962","Yes","72751","DENTON","2023-05-13","B - SUSPECTED MINOR INJURY","0155","2023-05-13","ONE MOTOR VEHICLE - GOING STRAIGHT","INTERSTATE","4 OR MORE LANES, DIVIDED","70","2 - WET","0303","3 - RAIN"
"19549587","Yes","No Data","DENTON","2023-05-13","N - NOT INJURED","0356","2023-05-15","ONE MOTOR VEHICLE - GOING STRAIGHT","CITY STREET","No Data","30","2 - WET","0418","3 - RAIN"
"19549589","Yes","No Data","DENTON","2023-05-13","N - NOT INJURED","0230","2023-05-13","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","CITY STREET","No Data","30","2 - WET","0304","3 - RAIN"
"19549679","Yes","No Data","DENTON","2023-05-13","N - NOT INJURED","1529","2023-05-13","ANGLE - ONE STRAIGHT-ONE LEFT TURN","CITY STREET","No Data","20","1 - DRY","1624","1 - CLEAR"
"19561565","Yes","No Data","DENTON","2023-05-13","N - NOT INJURED","2205","2023-05-13","ANGLE - ONE STRAIGHT-ONE RIGHT TURN","CITY STREET","No Data","30","1 - DRY","2300","1 - CLEAR"
"19561569","Yes","26619","DENTON","2023-05-13","N - NOT INJURED","0233","2023-05-13","ONE MOTOR VEHICLE - GOING STRAIGHT","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","35","2 - WET","0318","3 - RAIN"
"19542256","Yes","16835","DENTON","2023-05-14","N - NOT INJURED","1253","2023-05-14","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","FARM TO MARKET","2 LANE, 2 WAY","50","2 - WET","1315","3 - RAIN"
"19542553","Yes","No Data","DENTON","2023-05-14","N - NOT INJURED","1010","2023-05-14","ONE MOTOR VEHICLE - GOING STRAIGHT","CITY STREET","No Data","30","1 - DRY","1101","2 - CLOUDY"
"19542602","Yes","83664","DENTON","2023-05-14","C - POSSIBLE INJURY","1801","2023-05-14","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","INTERSTATE","4 OR MORE LANES, DIVIDED","55","2 - WET","1840","3 - RAIN"
"19542871","Yes","83664","DENTON","2023-05-14","N - NOT INJURED","0150","2023-05-14","OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN","INTERSTATE","4 OR MORE LANES, DIVIDED","40","2 - WET","0245","3 - RAIN"
"19542874","Yes","No Data","DENTON","2023-05-14","N - NOT INJURED","1844","2023-05-14","OPPOSITE DIRECTION - ONE BACKING-ONE STOPPED","US & STATE HIGHWAYS","No Data","35","2 - WET","1953","2 - CLOUDY"
"19542936","Yes","No Data","DENTON","2023-05-14","N - NOT INJURED","0411","2023-05-14","ONE MOTOR VEHICLE - OTHER","INTERSTATE","No Data","70","2 - WET","0509","3 - RAIN"
"19542937","Yes","No Data","DENTON","2023-05-14","N - NOT INJURED","0411","2023-05-14","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","INTERSTATE","No Data","70","2 - WET","0509","3 - RAIN"
"19542941","Yes","25998","DENTON","2023-05-14","N - NOT INJURED","2100","2023-05-14","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","45","1 - DRY","2255","1 - CLEAR"
"19544990","Yes","17434","DENTON","2023-05-14","N - NOT INJURED","0943","2023-05-14","SAME DIRECTION - BOTH GOING STRAIGHT-REAR END","FARM TO MARKET","4 OR MORE LANES, DIVIDED","40","1 - DRY","1140","2 - CLOUDY"
"19544991","Yes","No Data","DENTON","2023-05-14","C - POSSIBLE INJURY","1159","2023-05-14","ONE MOTOR VEHICLE - TURNING LEFT","CITY STREET","No Data","30","1 - DRY","1245","2 - CLOUDY"
"19549340","Yes","6211","DENTON","2023-05-14","N - NOT INJURED","1556","2023-05-14","ANGLE - BOTH GOING STRAIGHT","FARM TO MARKET","2 LANE, 2 WAY","45","2 - WET","1655","3 - RAIN"
"19549344","Yes","No Data","DENTON","2023-05-14","B - SUSPECTED MINOR INJURY","1426","2023-05-14","ANGLE - BOTH GOING STRAIGHT","CITY STREET","No Data","40","2 - WET","1522","3 - RAIN"
"19549345","Yes","No Data","DENTON","2023-05-14","N - NOT INJURED","1507","2023-05-14","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","CITY STREET","No Data","30","2 - WET","1550","3 - RAIN"
"19567826","Yes","83664","DENTON","2023-05-14","B - SUSPECTED MINOR INJURY","1549","2023-05-14","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","INTERSTATE","4 OR MORE LANES, DIVIDED","50","2 - WET","1610","3 - RAIN"
"19808826","Yes","83664","DENTON","2023-05-14","B - SUSPECTED MINOR INJURY","1703","2023-05-14","ONE MOTOR VEHICLE - GOING STRAIGHT","INTERSTATE","4 OR MORE LANES, DIVIDED","50","2 - WET","1954","1 - CLEAR"
"19544699","Yes","No Data","DENTON","2023-05-15","N - NOT INJURED","0742","2023-05-15","ONE MOTOR VEHICLE - BACKING","NON TRAFFICWAY","No Data","-1","1 - DRY","0804","1 - CLEAR"
"19544996","Yes","83664","DENTON","2023-05-15","N - NOT INJURED","1108","2023-05-15","ANGLE - BOTH GOING STRAIGHT","INTERSTATE","4 OR MORE LANES, DIVIDED","35","1 - DRY","1152","1 - CLEAR"
"19549660","Yes","No Data","DENTON","2023-05-15","N - NOT INJURED","0055","2023-05-15","ONE MOTOR VEHICLE - GOING STRAIGHT","CITY STREET","No Data","30","1 - DRY","0200","2 - CLOUDY"
"19566088","Yes","5443","DENTON","2023-05-15","C - POSSIBLE INJURY","1840","2023-05-15","SAME DIRECTION - ONE STRAIGHT-ONE LEFT TURN","FARM TO MARKET","2 LANE, 2 WAY","60","1 - DRY","1951","1 - CLEAR"
"19570873","Yes","104418","DENTON","2023-05-15","N - NOT INJURED","1720","2023-05-15","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","2115","1 - CLEAR"
"19547126","Yes","67764","DENTON","2023-05-16","N - NOT INJURED","1000","2023-05-16","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","1010","1 - CLEAR"
"19547180","Yes","25998","DENTON","2023-05-16","N - NOT INJURED","1524","2023-05-16","ANGLE - ONE STRAIGHT-ONE LEFT TURN","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","45","1 - DRY","1645","1 - CLEAR"
"19547181","Yes","No Data","DENTON","2023-05-16","N - NOT INJURED","1542","2023-05-16","ANGLE - BOTH GOING STRAIGHT","CITY STREET","No Data","35","1 - DRY","1600","1 - CLEAR"
"19547182","Yes","No Data","DENTON","2023-05-16","N - NOT INJURED","1508","2023-05-16","ONE MOTOR VEHICLE - GOING STRAIGHT","CITY STREET","No Data","30","1 - DRY","1622","1 - CLEAR"
"19547197","Yes","37438","DENTON","2023-05-16","N - NOT INJURED","1413","2023-05-16","OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN","US & STATE HIGHWAYS","4 OR MORE LANES, UNDIVIDED","45","1 - DRY","1451","1 - CLEAR"
"19547198","Yes","No Data","DENTON","2023-05-16","N - NOT INJURED","1436","2023-05-16","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","CITY STREET","No Data","30","1 - DRY","1545","1 - CLEAR"
"19566090","Yes","No Data","DENTON","2023-05-16","B - SUSPECTED MINOR INJURY","1907","2023-05-16","ONE MOTOR VEHICLE - GOING STRAIGHT","CITY STREET","No Data","30","1 - DRY","2009","1 - CLEAR"
"19552031","Yes","25998","DENTON","2023-05-17","B - SUSPECTED MINOR INJURY","2112","2023-05-17","OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","40","1 - DRY","2204","1 - CLEAR"
"19559848","Yes","24319","DENTON","2023-05-17","N - NOT INJURED","1049","2023-05-17","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","45","1 - DRY","1120","1 - CLEAR"
"19561105","Yes","No Data","DENTON","2023-05-17","A - SUSPECTED SERIOUS INJURY","1053","2023-05-17","ANGLE - BOTH GOING STRAIGHT","CITY STREET","No Data","30","1 - DRY","1347","1 - CLEAR"
"19561146","Yes","83664","DENTON","2023-05-17","N - NOT INJURED","0750","2023-05-17","SAME DIRECTION - BOTH GOING STRAIGHT-REAR END","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","0839","1 - CLEAR"
"19561567","Yes","72751","DENTON","2023-05-17","N - NOT INJURED","1630","2023-05-17","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","INTERSTATE","4 OR MORE LANES, DIVIDED","50","1 - DRY","1723","1 - CLEAR"
"19552037","Yes","No Data","DENTON","2023-05-18","N - NOT INJURED","1851","2023-05-18","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","NON TRAFFICWAY","No Data","20","1 - DRY","1941","1 - CLEAR"
"19552041","Yes","67764","DENTON","2023-05-18","B - SUSPECTED MINOR INJURY","1830","2023-05-18","ANGLE - BOTH GOING STRAIGHT","INTERSTATE","4 OR MORE LANES, DIVIDED","45","1 - DRY","1937","2 - CLOUDY"
"19560103","Yes","37438","DENTON","2023-05-18","N - NOT INJURED","0705","2023-05-18","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","US & STATE HIGHWAYS","4 OR MORE LANES, UNDIVIDED","50","1 - DRY","0736","1 - CLEAR"
"19560827","Yes","37438","DENTON","2023-05-18","C - POSSIBLE INJURY","1156","2023-05-18","SAME DIRECTION - BOTH GOING STRAIGHT-REAR END","US & STATE HIGHWAYS","4 OR MORE LANES, UNDIVIDED","50","1 - DRY","1235","1 - CLEAR"
"19560994","Yes","11207","DENTON","2023-05-18","B - SUSPECTED MINOR INJURY","1526","2023-05-18","OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN","CITY STREET","4 OR MORE LANES, UNDIVIDED","35","1 - DRY","1700","1 - CLEAR"
"19570319","Yes","54554","DENTON","2023-05-18","C - POSSIBLE INJURY","1549","2023-05-18","ANGLE - ONE STRAIGHT-ONE LEFT TURN","INTERSTATE","4 OR MORE LANES, DIVIDED","45","1 - DRY","1630","1 - CLEAR"
"19556261","Yes","No Data","DENTON","2023-05-19","N - NOT INJURED","1446","2023-05-19","SAME DIRECTION - BOTH GOING STRAIGHT-REAR END","CITY STREET","No Data","30","2 - WET","1530","3 - RAIN"
"19556271","Yes","No Data","DENTON","2023-05-19","N - NOT INJURED","1530","2023-05-19","SAME DIRECTION - BOTH GOING STRAIGHT-REAR END","CITY STREET","No Data","30","2 - WET","1543","3 - RAIN"
"19556272","Yes","No Data","DENTON","2023-05-19","C - POSSIBLE INJURY","1513","2023-05-19","ONE MOTOR VEHICLE - GOING STRAIGHT","CITY STREET","No Data","30","2 - WET","1615","3 - RAIN"
"19556273","Yes","28643","DENTON","2023-05-19","N - NOT INJURED","1420","2023-05-19","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","45","1 - DRY","1524","1 - CLEAR"
"19557719","Yes","67764","DENTON","2023-05-19","N - NOT INJURED","1108","2023-05-19","SAME DIRECTION - BOTH GOING STRAIGHT-REAR END","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","1200","1 - CLEAR"
"19557813","Yes","No Data","DENTON","2023-05-19","N - NOT INJURED","1431","2023-05-19","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","CITY STREET","No Data","30","1 - DRY","1505","2 - CLOUDY"
"19558773","Yes","27522","DENTON","2023-05-19","N - NOT INJURED","0753","2023-05-19","OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","45","1 - DRY","0900","1 - CLEAR"
