"All crash data available using this tool represents reportable data collected from Texas Peace Officer's Crash Reports (CR-3) received and processed by the Texas Department of Transportation (Department) as of 08/14/2024. The Department makes no warranty, representation or guaranty as to the content, accuracy, timeliness or completeness of any of the information provided as a result of your query. Any opinions and conclusions resulting from analysis performed on the crash data must be represented as your own and not those of the State of Texas or the Department. "

"Query Result Counts:"
"Your query returned a total of 3,608 Crashes containing 7,673 Units and 9,479 Persons"

"Filters Applied to current Query:"
"Crash Date Is Between  2023-04-01 00:00 and 2024-07-31 21:59"
"County Is Equal To DENTON"
"City Is Equal To DENTON"
"$1000 Damage to Any One Person's Property Is True "


"Crash ID","$1000 Damage to Any One Person's Property","Adjusted Average Daily Traffic Amount","City","Crash Date","Crash Severity","Crash Time","Date Scene Cleared","Manner of Collision","Road Class","Roadway Type","Speed Limit","Surface Condition","Time Scene Cleared","Weather Condition"
"19565545","Yes","83664","DENTON","2023-05-19","N - NOT INJURED","1553","2023-05-19","SAME DIRECTION - ONE RIGHT TURN-ONE STOPPED","INTERSTATE","4 OR MORE LANES, DIVIDED","50","1 - DRY","1605","1 - CLEAR"
"19556274","Yes","16882","DENTON","2023-05-20","N - NOT INJURED","0635","2023-05-20","ONE MOTOR VEHICLE - GOING STRAIGHT","US & STATE HIGHWAYS","2 LANE, 2 WAY","45","1 - DRY","0745","2 - CLOUDY"
"19563449","Yes","No Data","DENTON","2023-05-20","N - NOT INJURED","1638","2023-05-20","OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN","CITY STREET","No Data","35","1 - DRY","1709","1 - CLEAR"
"19566094","Yes","14763","DENTON","2023-05-20","N - NOT INJURED","2125","2023-05-20","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","CITY STREET","4 OR MORE LANES, UNDIVIDED","30","1 - DRY","2128","2 - CLOUDY"
"19556297","Yes","99402","DENTON","2023-05-21","C - POSSIBLE INJURY","0918","2023-05-21","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","0953","1 - CLEAR"
"19563446","Yes","83664","DENTON","2023-05-21","N - NOT INJURED","1048","2023-05-21","ANGLE - ONE STRAIGHT-ONE RIGHT TURN","INTERSTATE","4 OR MORE LANES, DIVIDED","50","1 - DRY","1051","1 - CLEAR"
"19570624","Yes","11207","DENTON","2023-05-21","C - POSSIBLE INJURY","1709","2023-05-21","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","US & STATE HIGHWAYS","4 OR MORE LANES, UNDIVIDED","25","1 - DRY","1738","1 - CLEAR"
"19571022","Yes","19497","DENTON","2023-05-21","N - NOT INJURED","1100","2023-05-21","OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN","FARM TO MARKET","4 OR MORE LANES, DIVIDED","35","1 - DRY","1229","2 - CLOUDY"
"19579722","Yes","No Data","DENTON","2023-05-21","C - POSSIBLE INJURY","1718","2023-05-21","ANGLE - ONE STRAIGHT-ONE LEFT TURN","US & STATE HIGHWAYS","No Data","40","1 - DRY","1848","1 - CLEAR"
"19561040","Yes","No Data","DENTON","2023-05-22","N - NOT INJURED","1025","2023-05-22","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","CITY STREET","No Data","35","1 - DRY","1113","1 - CLEAR"
"19561093","Yes","No Data","DENTON","2023-05-22","C - POSSIBLE INJURY","1647","2023-05-22","ANGLE - BOTH GOING STRAIGHT","CITY STREET","No Data","40","1 - DRY","1740","1 - CLEAR"
"19561106","Yes","84501","DENTON","2023-05-22","B - SUSPECTED MINOR INJURY","1055","2023-05-22","ONE MOTOR VEHICLE - GOING STRAIGHT","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","1140","1 - CLEAR"
"19561128","Yes","25546","DENTON","2023-05-22","C - POSSIBLE INJURY","1544","2023-05-22","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","50","1 - DRY","1630","1 - CLEAR"
"19561148","Yes","No Data","DENTON","2023-05-22","N - NOT INJURED","0814","2023-05-22","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","FARM TO MARKET","No Data","40","1 - DRY","0915","1 - CLEAR"
"19561570","Yes","27980","DENTON","2023-05-22","N - NOT INJURED","1829","2023-05-22","SAME DIRECTION - BOTH RIGHT TURN","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","45","1 - DRY","1934","1 - CLEAR"
"19570237","Yes","37438","DENTON","2023-05-22","A - SUSPECTED SERIOUS INJURY","2311","2023-05-23","ONE MOTOR VEHICLE - GOING STRAIGHT","US & STATE HIGHWAYS","4 OR MORE LANES, UNDIVIDED","50","1 - DRY","0124","1 - CLEAR"
"19561042","Yes","17434","DENTON","2023-05-23","C - POSSIBLE INJURY","1206","2023-05-23","OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN","FARM TO MARKET","2 LANE, 2 WAY","45","1 - DRY","1249","1 - CLEAR"
"19561063","Yes","104418","DENTON","2023-05-23","N - NOT INJURED","0951","2023-05-23","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","1044","2 - CLOUDY"
"19561132","Yes","67764","DENTON","2023-05-23","N - NOT INJURED","1136","2023-05-23","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","1245","2 - CLOUDY"
"19561141","Yes","25998","DENTON","2023-05-23","N - NOT INJURED","1708","2023-05-23","SAME DIRECTION - BOTH GOING STRAIGHT-REAR END","INTERSTATE","4 OR MORE LANES, DIVIDED","45","1 - DRY","1708","1 - CLEAR"
"19569165","Yes","28551","DENTON","2023-05-23","C - POSSIBLE INJURY","2257","2023-05-23","SAME DIRECTION - BOTH GOING STRAIGHT-REAR END","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","40","1 - DRY","2353","1 - CLEAR"
"19570888","Yes","38402","DENTON","2023-05-23","A - SUSPECTED SERIOUS INJURY","1622","2023-05-23","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","US & STATE HIGHWAYS","4 OR MORE LANES, UNDIVIDED","50","1 - DRY","1800","1 - CLEAR"
"19586516","Yes","No Data","DENTON","2023-05-23","N - NOT INJURED","2200","2023-05-23","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","CITY STREET","No Data","30","1 - DRY","2300","1 - CLEAR"
"19563450","Yes","No Data","DENTON","2023-05-24","99 - UNKNOWN","1212","2023-05-24","ONE MOTOR VEHICLE - BACKING","NON TRAFFICWAY","No Data","-1","1 - DRY","1212","1 - CLEAR"
"19565556","Yes","No Data","DENTON","2023-05-24","N - NOT INJURED","1002","2023-05-24","ONE MOTOR VEHICLE - TURNING LEFT","NON TRAFFICWAY","No Data","5","1 - DRY","1350","1 - CLEAR"
"19566024","Yes","67764","DENTON","2023-05-24","99 - UNKNOWN","1615","2023-05-25","ONE MOTOR VEHICLE - GOING STRAIGHT","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","0800","1 - CLEAR"
"19570632","Yes","27522","DENTON","2023-05-24","B - SUSPECTED MINOR INJURY","1450","2023-05-24","ANGLE - ONE STRAIGHT-ONE RIGHT TURN","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","50","1 - DRY","1537","1 - CLEAR"
"19570642","Yes","No Data","DENTON","2023-05-24","N - NOT INJURED","1619","2023-05-24","ANGLE - BOTH GOING STRAIGHT","CITY STREET","No Data","20","1 - DRY","1659","1 - CLEAR"
"19570651","Yes","7518","DENTON","2023-05-24","N - NOT INJURED","1242","2023-05-24","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","FARM TO MARKET","2 LANE, 2 WAY","60","1 - DRY","1415","1 - CLEAR"
"19570656","Yes","84501","DENTON","2023-05-24","B - SUSPECTED MINOR INJURY","1806","2023-05-24","ONE MOTOR VEHICLE - GOING STRAIGHT","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","2000","1 - CLEAR"
"19570663","Yes","No Data","DENTON","2023-05-24","C - POSSIBLE INJURY","1842","2023-05-24","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","CITY STREET","No Data","25","1 - DRY","1924","1 - CLEAR"
"19570887","Yes","No Data","DENTON","2023-05-24","N - NOT INJURED","1748","2023-05-24","ANGLE - BOTH GOING STRAIGHT","CITY STREET","No Data","30","1 - DRY","1836","1 - CLEAR"
"19579460","Yes","67764","DENTON","2023-05-24","N - NOT INJURED","1627","2023-05-24","SAME DIRECTION - ONE STRAIGHT-ONE LEFT TURN","INTERSTATE","4 OR MORE LANES, DIVIDED","50","1 - DRY","1717","1 - CLEAR"
"19566023","Yes","No Data","DENTON","2023-05-25","N - NOT INJURED","0652","2023-05-25","OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN","CITY STREET","No Data","30","1 - DRY","0803","1 - CLEAR"
"19566027","Yes","27522","DENTON","2023-05-25","N - NOT INJURED","1053","2023-05-25","OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","40","1 - DRY","1129","1 - CLEAR"
"19570647","Yes","14489","DENTON","2023-05-25","N - NOT INJURED","1405","2023-05-25","ANGLE - BOTH GOING STRAIGHT","US & STATE HIGHWAYS","4 OR MORE LANES, UNDIVIDED","30","1 - DRY","1430","1 - CLEAR"
"19570658","Yes","No Data","DENTON","2023-05-25","N - NOT INJURED","2005","2023-05-25","ONE MOTOR VEHICLE - GOING STRAIGHT","CITY STREET","No Data","30","1 - DRY","2049","1 - CLEAR"
"19579495","Yes","24319","DENTON","2023-05-25","N - NOT INJURED","1054","2023-05-25","OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","45","1 - DRY","1130","1 - CLEAR"
"19579727","Yes","No Data","DENTON","2023-05-25","N - NOT INJURED","1145","2023-05-25","OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN","FARM TO MARKET","No Data","40","1 - DRY","1248","1 - CLEAR"
"19567828","Yes","No Data","DENTON","2023-05-26","C - POSSIBLE INJURY","1515","2023-05-26","ANGLE - ONE STRAIGHT-ONE LEFT TURN","CITY STREET","No Data","30","1 - DRY","1621","2 - CLOUDY"
"19568388","Yes","27522","DENTON","2023-05-26","N - NOT INJURED","1714","2023-05-26","OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","40","1 - DRY","1810","1 - CLEAR"
"19568754","Yes","68144","DENTON","2023-05-26","N - NOT INJURED","1527","2023-05-26","SAME DIRECTION - BOTH GOING STRAIGHT-REAR END","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","1630","1 - CLEAR"
"19569186","Yes","68144","DENTON","2023-05-26","N - NOT INJURED","1135","2023-05-26","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","1248","2 - CLOUDY"
"19569187","Yes","No Data","DENTON","2023-05-26","N - NOT INJURED","1756","2023-05-26","SAME DIRECTION - BOTH GOING STRAIGHT-REAR END","CITY STREET","No Data","30","1 - DRY","2000","2 - CLOUDY"
"19569202","Yes","No Data","DENTON","2023-05-26","N - NOT INJURED","2301","2023-05-26","ONE MOTOR VEHICLE - TURNING RIGHT","CITY STREET","No Data","-1","1 - DRY","2355","2 - CLOUDY"
"19570320","Yes","27522","DENTON","2023-05-26","N - NOT INJURED","2013","2023-05-26","OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","50","1 - DRY","2056","1 - CLEAR"
"19570321","Yes","19497","DENTON","2023-05-26","N - NOT INJURED","1734","2023-05-28","OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN","FARM TO MARKET","4 OR MORE LANES, DIVIDED","40","1 - DRY","2003","1 - CLEAR"
"19576756","Yes","68144","DENTON","2023-05-26","B - SUSPECTED MINOR INJURY","1453","2023-05-26","ONE MOTOR VEHICLE - GOING STRAIGHT","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","1603","1 - CLEAR"
"19578483","Yes","27522","DENTON","2023-05-26","B - SUSPECTED MINOR INJURY","2002","2023-05-26","OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","40","1 - DRY","2105","1 - CLEAR"
"19582396","Yes","No Data","DENTON","2023-05-26","N - NOT INJURED","1447","2023-05-26","ANGLE - ONE STRAIGHT-ONE RIGHT TURN","NON TRAFFICWAY","No Data","-1","1 - DRY","1532","2 - CLOUDY"
"19583788","Yes","14489","DENTON","2023-05-26","B - SUSPECTED MINOR INJURY","1213","2023-05-26","ANGLE - BOTH GOING STRAIGHT","US & STATE HIGHWAYS","4 OR MORE LANES, UNDIVIDED","30","1 - DRY","1245","1 - CLEAR"
"19568759","Yes","72751","DENTON","2023-05-27","N - NOT INJURED","0959","2023-05-27","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","INTERSTATE","4 OR MORE LANES, DIVIDED","60","1 - DRY","1055","2 - CLOUDY"
"19568762","Yes","No Data","DENTON","2023-05-27","C - POSSIBLE INJURY","1313","2023-05-27","SAME DIRECTION - BOTH GOING STRAIGHT-REAR END","NON TRAFFICWAY","No Data","-1","1 - DRY","1403","2 - CLOUDY"
"19569204","Yes","17434","DENTON","2023-05-27","N - NOT INJURED","1950","2023-05-27","ONE MOTOR VEHICLE - TURNING RIGHT","FARM TO MARKET","2 LANE, 2 WAY","50","1 - DRY","2101","1 - CLEAR"
"19569473","Yes","27522","DENTON","2023-05-27","N - NOT INJURED","1628","2023-05-27","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","40","1 - DRY","1656","1 - CLEAR"
"19569833","Yes","26619","DENTON","2023-05-27","N - NOT INJURED","1319","2023-05-27","ANGLE - BOTH GOING STRAIGHT","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","40","1 - DRY","1408","1 - CLEAR"
"19570316","Yes","37438","DENTON","2023-05-27","N - NOT INJURED","2334","2023-05-28","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","US & STATE HIGHWAYS","4 OR MORE LANES, UNDIVIDED","50","1 - DRY","0115","1 - CLEAR"
"19570875","Yes","No Data","DENTON","2023-05-27","99 - UNKNOWN","1915","2023-05-27","ONE MOTOR VEHICLE - GOING STRAIGHT","CITY STREET","No Data","30","99 - UNKNOWN","1943","99 - UNKNOWN"
"19570878","Yes","No Data","DENTON","2023-05-27","A - SUSPECTED SERIOUS INJURY","1547","2023-05-27","ONE MOTOR VEHICLE - GOING STRAIGHT","CITY STREET","No Data","30","1 - DRY","1610","1 - CLEAR"
"19574597","Yes","28643","DENTON","2023-05-27","B - SUSPECTED MINOR INJURY","1800","2023-05-27","ANGLE - ONE STRAIGHT-ONE LEFT TURN","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","45","1 - DRY","1856","1 - CLEAR"
"19596255","Yes","No Data","DENTON","2023-05-27","C - POSSIBLE INJURY","1717","2023-05-27","ANGLE - ONE STRAIGHT-ONE RIGHT TURN","CITY STREET","No Data","30","1 - DRY","1800","1 - CLEAR"
"19570281","Yes","No Data","DENTON","2023-05-28","N - NOT INJURED","2149","2023-05-28","ANGLE - BOTH GOING STRAIGHT","CITY STREET","No Data","30","1 - DRY","2241","1 - CLEAR"
"19570322","Yes","14654","DENTON","2023-05-28","B - SUSPECTED MINOR INJURY","0157","2023-05-28","ANGLE - BOTH GOING STRAIGHT","US & STATE HIGHWAYS","4 OR MORE LANES, UNDIVIDED","35","1 - DRY","0306","1 - CLEAR"
"19575931","Yes","102698","DENTON","2023-05-28","N - NOT INJURED","0130","2023-05-28","ONE MOTOR VEHICLE - GOING STRAIGHT","INTERSTATE","4 OR MORE LANES, DIVIDED","50","1 - DRY","0200","1 - CLEAR"
"19576286","Yes","186","DENTON","2023-05-28","A - SUSPECTED SERIOUS INJURY","2041","2023-05-28","ONE MOTOR VEHICLE - GOING STRAIGHT","FARM TO MARKET","4 OR MORE LANES, DIVIDED","45","1 - DRY","2237","1 - CLEAR"
"19578276","Yes","No Data","DENTON","2023-05-28","A - SUSPECTED SERIOUS INJURY","1830","2023-05-28","ONE MOTOR VEHICLE - TURNING RIGHT","CITY STREET","No Data","30","1 - DRY","2030","1 - CLEAR"
"19582172","Yes","No Data","DENTON","2023-05-28","N - NOT INJURED","1910","2023-05-28","ANGLE - BOTH GOING STRAIGHT","CITY STREET","No Data","35","2 - WET","2029","3 - RAIN"
"19586608","Yes","67764","DENTON","2023-05-28","N - NOT INJURED","1922","2023-05-28","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","INTERSTATE","4 OR MORE LANES, DIVIDED","70","2 - WET","2022","3 - RAIN"
"19570885","Yes","67764","DENTON","2023-05-29","N - NOT INJURED","1233","2023-05-29","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","INTERSTATE","4 OR MORE LANES, DIVIDED","50","1 - DRY","1256","1 - CLEAR"
"19571021","Yes","No Data","DENTON","2023-05-29","N - NOT INJURED","1245","2023-05-29","ANGLE - BOTH GOING STRAIGHT","CITY STREET","No Data","35","1 - DRY","1333","2 - CLOUDY"
"19579509","Yes","68144","DENTON","2023-05-29","N - NOT INJURED","1522","2023-05-29","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","INTERSTATE","4 OR MORE LANES, DIVIDED","75","1 - DRY","1605","1 - CLEAR"
"19579723","Yes","No Data","DENTON","2023-05-29","N - NOT INJURED","1726","2023-05-29","SAME DIRECTION - ONE STRAIGHT-ONE LEFT TURN","CITY STREET","No Data","30","1 - DRY","1817","1 - CLEAR"
"19579474","Yes","9537","DENTON","2023-05-30","C - POSSIBLE INJURY","1520","2023-05-30","ANGLE - BOTH GOING STRAIGHT","FARM TO MARKET","4 OR MORE LANES, UNDIVIDED","35","2 - WET","1606","3 - RAIN"
"19579508","Yes","72751","DENTON","2023-05-30","N - NOT INJURED","1510","2023-05-30","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","INTERSTATE","4 OR MORE LANES, DIVIDED","60","1 - DRY","1706","1 - CLEAR"
"19579732","Yes","99402","DENTON","2023-05-30","N - NOT INJURED","1538","2023-05-30","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","INTERSTATE","4 OR MORE LANES, DIVIDED","70","2 - WET","1615","3 - RAIN"
"19580025","Yes","14763","DENTON","2023-05-30","N - NOT INJURED","0219","2023-05-30","ONE MOTOR VEHICLE - GOING STRAIGHT","CITY STREET","4 OR MORE LANES, UNDIVIDED","30","1 - DRY","0258","1 - CLEAR"
"19580105","Yes","14489","DENTON","2023-05-30","B - SUSPECTED MINOR INJURY","2122","2023-05-30","ANGLE - BOTH GOING STRAIGHT","US & STATE HIGHWAYS","4 OR MORE LANES, UNDIVIDED","40","1 - DRY","2138","1 - CLEAR"
"19583854","Yes","No Data","DENTON","2023-05-30","N - NOT INJURED","1602","2023-05-30","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","CITY STREET","No Data","30","2 - WET","1640","1 - CLEAR"
"19635653","Yes","84501","DENTON","2023-05-30","N - NOT INJURED","1621","2023-05-30","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","INTERSTATE","4 OR MORE LANES, DIVIDED","70","2 - WET","1731","3 - RAIN"
"19575121","Yes","13036","DENTON","2023-05-31","C - POSSIBLE INJURY","0550","2023-05-31","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","INTERSTATE","4 OR MORE LANES, DIVIDED","60","1 - DRY","0815","1 - CLEAR"
"19576847","Yes","102698","DENTON","2023-05-31","C - POSSIBLE INJURY","0943","2023-05-31","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","INTERSTATE","4 OR MORE LANES, DIVIDED","50","1 - DRY","1021","1 - CLEAR"
"19577040","Yes","11207","DENTON","2023-05-31","N - NOT INJURED","1120","2023-05-31","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","US & STATE HIGHWAYS","4 OR MORE LANES, UNDIVIDED","30","1 - DRY","1200","1 - CLEAR"
"19577132","Yes","No Data","DENTON","2023-05-31","N - NOT INJURED","1150","2023-05-31","ANGLE - ONE STRAIGHT-ONE LEFT TURN","CITY STREET","No Data","30","1 - DRY","1324","1 - CLEAR"
"19577149","Yes","14654","DENTON","2023-05-31","A - SUSPECTED SERIOUS INJURY","1532","2023-05-31","OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","35","1 - DRY","1603","1 - CLEAR"
"19579001","Yes","No Data","DENTON","2023-05-31","K - FATAL INJURY","0629","2023-05-31","ONE MOTOR VEHICLE - GOING STRAIGHT","CITY STREET","No Data","30","1 - DRY","0929","1 - CLEAR"
"19582403","Yes","6711","DENTON","2023-05-31","99 - UNKNOWN","0205","2023-05-31","ONE MOTOR VEHICLE - GOING STRAIGHT","US & STATE HIGHWAYS","4 OR MORE LANES, UNDIVIDED","40","1 - DRY","0740","1 - CLEAR"
"19582433","Yes","6817","DENTON","2023-05-31","C - POSSIBLE INJURY","1742","2023-05-31","OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","55","1 - DRY","1826","1 - CLEAR"
"19583771","Yes","104418","DENTON","2023-05-31","N - NOT INJURED","0741","2023-05-31","ONE MOTOR VEHICLE - GOING STRAIGHT","INTERSTATE","4 OR MORE LANES, DIVIDED","50","1 - DRY","0817","1 - CLEAR"
"19577906","Yes","No Data","DENTON","2023-06-01","B - SUSPECTED MINOR INJURY","0840","2023-06-01","SAME DIRECTION - ONE STRAIGHT-ONE LEFT TURN","CITY STREET","No Data","30","1 - DRY","0935","1 - CLEAR"
"19579013","Yes","No Data","DENTON","2023-06-01","B - SUSPECTED MINOR INJURY","0659","2023-06-01","OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN","CITY STREET","No Data","45","1 - DRY","0730","2 - CLOUDY"
"19579023","Yes","No Data","DENTON","2023-06-01","C - POSSIBLE INJURY","1200","2023-06-01","ANGLE - BOTH GOING STRAIGHT","CITY STREET","No Data","35","1 - DRY","1300","2 - CLOUDY"
"19583135","Yes","27522","DENTON","2023-06-01","N - NOT INJURED","1339","2023-06-01","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","50","1 - DRY","1359","1 - CLEAR"
"19583164","Yes","No Data","DENTON","2023-06-01","B - SUSPECTED MINOR INJURY","1825","2023-06-01","ANGLE - ONE STRAIGHT-ONE LEFT TURN","CITY STREET","No Data","30","1 - DRY","1850","2 - CLOUDY"
"19583770","Yes","No Data","DENTON","2023-06-01","C - POSSIBLE INJURY","0615","2023-06-01","SAME DIRECTION - BOTH RIGHT TURN","CITY STREET","No Data","30","1 - DRY","0702","1 - CLEAR"
"19583809","Yes","28643","DENTON","2023-06-01","C - POSSIBLE INJURY","1205","2023-06-01","OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","50","1 - DRY","1256","1 - CLEAR"
"19583874","Yes","16882","DENTON","2023-06-01","A - SUSPECTED SERIOUS INJURY","1449","2023-06-01","OPPOSITE DIRECTION - ONE STRAIGHT-ONE LEFT TURN","US & STATE HIGHWAYS","2 LANE, 2 WAY","55","1 - DRY","1529","1 - CLEAR"
"19583883","Yes","67764","DENTON","2023-06-01","N - NOT INJURED","1655","2023-06-01","SAME DIRECTION - ONE STRAIGHT-ONE LEFT TURN","INTERSTATE","4 OR MORE LANES, DIVIDED","50","1 - DRY","1715","1 - CLEAR"
"19584972","Yes","102698","DENTON","2023-06-01","N - NOT INJURED","1113","2023-06-01","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","1145","1 - CLEAR"
"19585009","Yes","7192","DENTON","2023-06-01","N - NOT INJURED","1715","2023-06-01","OPPOSITE DIRECTION - ONE RIGHT TURN-ONE LEFT TURN","FARM TO MARKET","4 OR MORE LANES, UNDIVIDED","30","1 - DRY","1755","1 - CLEAR"
"19585242","Yes","54554","DENTON","2023-06-01","B - SUSPECTED MINOR INJURY","1645","2023-06-01","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","1747","1 - CLEAR"
"19586616","Yes","27980","DENTON","2023-06-01","N - NOT INJURED","2134","2023-06-01","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","US & STATE HIGHWAYS","4 OR MORE LANES, DIVIDED","35","1 - DRY","2219","1 - CLEAR"
"19579728","Yes","No Data","DENTON","2023-06-02","B - SUSPECTED MINOR INJURY","1334","2023-06-02","ONE MOTOR VEHICLE - GOING STRAIGHT","CITY STREET","No Data","30","1 - DRY","1501","1 - CLEAR"
"19580026","Yes","16835","DENTON","2023-06-02","C - POSSIBLE INJURY","1638","2023-06-02","ANGLE - ONE STRAIGHT-ONE LEFT TURN","FARM TO MARKET","2 LANE, 2 WAY","45","1 - DRY","1717","1 - CLEAR"
"19580652","Yes","No Data","DENTON","2023-06-02","N - NOT INJURED","1158","2023-06-02","SAME DIRECTION - BOTH GOING STRAIGHT-REAR END","CITY STREET","No Data","30","1 - DRY","1301","1 - CLEAR"
"19581329","Yes","No Data","DENTON","2023-06-02","N - NOT INJURED","1345","2023-06-02","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","INTERSTATE","No Data","30","1 - DRY","1550","1 - CLEAR"
"19581330","Yes","No Data","DENTON","2023-06-02","99 - UNKNOWN","1345","2023-06-02","ONE MOTOR VEHICLE - OTHER","NON TRAFFICWAY","No Data","30","1 - DRY","1437","1 - CLEAR"
"19581332","Yes","72751","DENTON","2023-06-02","N - NOT INJURED","1645","2023-06-02","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","INTERSTATE","4 OR MORE LANES, DIVIDED","45","1 - DRY","1709","1 - CLEAR"
"19581408","Yes","No Data","DENTON","2023-06-02","N - NOT INJURED","1238","2023-06-02","ANGLE - BOTH GOING STRAIGHT","INTERSTATE","No Data","50","1 - DRY","1310","1 - CLEAR"
"19586613","Yes","No Data","DENTON","2023-06-02","N - NOT INJURED","0202","2023-06-02","SAME DIRECTION - ONE STRAIGHT-ONE STOPPED","CITY STREET","No Data","30","1 - DRY","0251","1 - CLEAR"
"19586681","Yes","84501","DENTON","2023-06-02","N - NOT INJURED","1215","2023-06-02","SAME DIRECTION - BOTH GOING STRAIGHT-SIDESWIPE","INTERSTATE","4 OR MORE LANES, DIVIDED","70","1 - DRY","1247","1 - CLEAR"
